ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
10+,9.99,2.0,105.0,3.0,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,41605.0,"This Thanos LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including purple skin, chest armor and Infinity Gauntlet with Infinity gem decorations. He also stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Thanos LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the blockbuster Avengers Infinity War movie, including purple skin, chest armor and Infinity Gauntlet with Infinity gem decorations.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",Easy,Thanos,5.0,BrickHeadz,5.0,US
10+,9.99,1.0,113.0,5.0,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,41606.0,"This Star-Lord LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including golden hair, battle helmet, red eyes and boot rockets. He also has dual detachable blasters and stands on a buildable collector's baseplate for easy display in your home, office or any galaxy you like.
Buildable Star-Lord LEGO® BrickHeadz construction character features authentic details from the blockbuster Avengers: Infinity War movie, including golden hair, battle helmet, red eyes and boot rockets, plus dual detachable blasters.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",Easy,Star-Lord,5.0,BrickHeadz,5.0,US
10+,9.99,1.0,136.0,,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,41607.0,"This Gamora LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of her iconic details from the blockbuster Avengers: Infinity War movie, including green skin, dark pink hair highlights and black outfit. She also has a detachable sword and stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Gamora LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the Avengers: Infinity War movie, including vibrant green skin, dark pink hair and sleek black outfit, plus a detachable sword.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",,Gamora,5.0,BrickHeadz,,US
10+,9.99,2.0,91.0,3.0,Join the Resistance with a LEGO® BrickHeadz construction character featuring Finn!,41485.0,"This LEGO® BrickHeadz construction character featuring Finn is fun to build using LEGO bricks that recreate all of his iconic details from the blockbuster Star Wars: The Force Awakens movie, including First Order Stormtrooper armor and utility belt. He also has a detachable blaster pistol and stands on a buildable collector’s baseplate with BrickHeadz icon for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz construction character featuring Finn has BrickHeadz eyes and authentic details from the blockbuster Star Wars: The Force Awakens movie, including iconic white First Order Stormtrooper armor, utility belt and a detachable blaster pistol.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other characters from the Star Wars saga, and many more from your favorite Star Wars films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
This fun construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Finn,4.5,BrickHeadz,4.0,US
10+,9.99,7.0,140.0,3.2,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,40270.0,"Build your way to someone’s heart and say “Bee my Valentine’s honey” with this cute LEGO® BrickHeadz™ construction character. Check out its cute pink cheeks, movable wings, detachable heart decoration, pot of honey, and roses and sunflowers. It also comes with a buildable collector's baseplate with a seasonal calendar and BrickHeadz logo for your loved one to display in their home, office or anywhere they like.
Buildable LEGO® BrickHeadz™ Valentine's Bee construction character features decorated eyes, movable wings, detachable heart decoration and a pot of honey.
Also includes buildable roses and sunflowers.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate featuring a seasonal calendar and BrickHeadz logo.
Have fun growing your LEGO® BrickHeadz™ collection with other characters from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz™ construction characters to create supercool hybrids or your own amazing characters.
Stands over 3” (9cm) tall without baseplate.
Baseplate measures over 4” (12cm) wide and 1” (5cm) deep.",Easy,Valentine's Bee,4.9,BrickHeadz,4.7,US
10+,9.99,5.0,143.0,4.6,Stand tall with LEGO® BrickHeadz Wonder Woman™!,41599.0,"This Wonder Woman™ LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of her iconic details, including flowing black hair, headdress and gauntlets. She also has a detachable sword and shield in her hands, and stands on a buildable collector's baseplate with BrickHeadz icon for easy display. Add some Amazonian Warrior power to your home, office or anywhere you like.
Buildable Wonder Woman™ LEGO® BrickHeadz construction character features authentic details from the blockbuster Justice League movie, including BrickHeadz eyes, headdress and gauntlets, plus a detachable sword and shield.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Justice League movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
This popular construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Wonder Woman™,5.0,BrickHeadz,5.0,US
10+,9.99,3.0,122.0,2.7,Live life in the fast lane with LEGO® BrickHeadz The Flash™!,41598.0,"The Flash™ LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details, including buildable golden ear wings and lightning chest logo. He also stands on a buildable collector’s baseplate with BrickHeadz icon for easy display in your home, office or anywhere you like.
Buildable The Flash™ LEGO® BrickHeadz construction character features authentic details from the blockbuster Justice League movie, including BrickHeadz eyes, buildable golden ear wings and a lightning chest logo.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Justice League movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
This cool construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Very Easy,The Flash™,4.0,BrickHeadz,3.0,US
10+,9.99,5.0,130.0,4.3,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,41603.0,"This LEGO® BrickHeadz construction character featuring Kylo Ren™ is fun to build using LEGO bricks that recreate all of his iconic details from the blockbuster Star Wars: The Last Jedi movie, including decorated torso and belt. He also has a detachable Lightsaber and stands on a buildable collector's baseplate with BrickHeadz icon for easy display in your home, office or any galaxy you choose.
Buildable LEGO® BrickHeadz construction character featuring Kylo Ren™ has authentic details from the blockbuster Star Wars: The Last Jedi movie, including iconic robe and detachable cross-guard Lightsaber.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters, including 41602 Rey, and many more of your favorite Star Wars characters.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Kylo Ren™,5.0,BrickHeadz,4.8,US
10+,9.99,3.0,119.0,4.5,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,41602.0,"This LEGO® BrickHeadz construction character featuring Rey is fun to build using colorful LEGO bricks that recreate all of her iconic details from the blockbuster Star Wars: The Last Jedi movie, including decorated torso and belt. She also has a detachable Lightsaber and stands on a buildable collector's baseplate with BrickHeadz icon for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz construction character featuring Rey has authentic details from the blockbuster Star Wars: The Last Jedi movie, including iconic costume and a detachable Lightsaber.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other characters from the Star Wars movie saga, including 41603 Kylo Ren™, and many more of your favorite Star Wars characters.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Rey,5.0,BrickHeadz,4.5,US
10+,9.99,1.0,135.0,1.0,Dive in with LEGO® BrickHeadz Aquaman™!,41600.0,"This Aquaman™ LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details, including flowing beard and hair, scale-like armor and buckle. He also has a detachable trident and stands on a buildable collector's baseplate with BrickHeadz icon for easy display. Add a splash of Justice League excitement in your home, office or anywhere you like.
Buildable Aquaman™ LEGO® BrickHeadz construction character features authentic details from the blockbuster Justice League movie, including BrickHeadz eyes, buildable hair, buckle and a detachable trident.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the 2017 blockbuster movie Justice League, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
This fun construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Very Easy,Aquaman™,4.0,BrickHeadz,3.0,US
10+,9.99,2.0,108.0,3.5,Get an upgrade with LEGO® BrickHeadz Cyborg™,41601.0,"This Cyborg™ LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details, including a cybernetic face mask with an infrared eye and body armor. He also has a cannon arm and stands on a buildable collector's baseplate with BrickHeadz icon for easy display. Have a blast in your home, office or anywhere you like.
Buildable Cyborg™ LEGO® BrickHeadz construction character features authentic details from the blockbuster Justice League movie, including an infrared eye, cybernetic face mask, silver body armor and a cannon arm with translucent-blue energy bolt.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Justice League movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
This cool construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Cyborg™,5.0,BrickHeadz,4.0,US
10+,19.99,1.0,240.0,3.0,Travel back to the future with LEGO® BrickHeadz™ Marty McFly and Doc Brown!,41611.0,"These LEGO® BrickHeadz™ 41611 Marty McFly and Doc Brown construction characters are fun to build using colorful LEGO bricks that recreate all their iconic details from the blockbuster Back to the Future movie, including the maverick scientist’s white overalls and the time-traveling teenager's red puffer vest. Doc also has a detachable DeLorean time machine controller, while Marty comes with a detachable camcorder. Each character stands on a buildable collector's baseplate with BrickHeadz icon for easy display in your home, office or anywhere—at any time—you like.
Buildable Marty McFly and Doc Brown LEGO® BrickHeadz™ construction characters feature BrickHeadz eyes and authentic details from the blockbuster Back to the Future movie, including iconic outfits, a detachable DeLorean time machine controller and a camcorder.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz™ collection with other classic characters from your favorite movies, TV series, games and comics.
Mash up your LEGO® BrickHeadz™ construction characters to create supercool hybrids or your own amazing characters.
Back to the Future toys each stand over 2” (7cm) tall without baseplate.",Easy,Marty McFly & Doc Brown,5.0,BrickHeadz,5.0,US
10+,19.99,,209.0,,Join the Justice League™ with LEGO® BrickHeadz™ Tactical Batman™ and Superman™!,41610.0,"These LEGO® BrickHeadz™ 41610 Tactical Batman™ and Superman™ construction characters are fun to build using colorful LEGO bricks that recreate all their iconic details from the blockbuster Justice League™ movie, including Super Hero costumes and capes. Each stands on a buildable collector's baseplate with BrickHeadz icon for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz™ construction characters featuring Tactical Batman™ and Superman™ have BrickHeadz eyes and authentic details from the blockbuster Justice League™ movie, including iconic Super Hero costumes.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz™ collection with other classic characters from your favorite movies, TV series, games and comics.
Mash up your LEGO® BrickHeadz™ construction characters to create super-cool hybrids or your own amazing characters.
Each character stands over 2” (7cm) tall without baseplate.
Baseplates measure over 1” (4cm) square.",,Tactical Batman™ & Superman™,,BrickHeadz,,US
10+,9.99,4.0,126.0,2.0,Hop to it with a LEGO® BrickHeadz™ Easter Bunny!,40271.0,"Hunt for eggs with this fun LEGO® BrickHeadz™ Easter Bunny construction character. Check out its cute cheeks and enormous movable ears. This perfect seasonal gift also comes with a detachable carrot and bucket, plus 2 Easter eggs and flowers, and stands on a buildable collector's baseplate with a seasonal calendar and BrickHeadz logo for easy display in the home, office or anywhere they like.
Buildable LEGO® BrickHeadz™ Easter Bunny construction character features decorated eyes, movable ears and a detachable carrot and bucket.
Also includes 2 buildable Easter eggs and flowers.
Each LEGO® BrickHeadz™ construction character comes with its own buildable collector's baseplate featuring a seasonal calendar and BrickHeadz logo.
Have fun growing your LEGO® BrickHeadz™ collection with other characters from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz™ construction characters to create supercool hybrids or your own amazing characters.
Stands over 4” (12cm) tall without baseplate.
Baseplate measures over 4” (12cm) wide and 1” (5cm) deep.",Easy,Easter Bunny,5.0,BrickHeadz,4.5,US
