ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
8-14,28.752,1.0,94.0,4.0,Fly into action with the Elite TIE Fighter Pilot!,75526.0,"Battle it out with this buildable and highly posable LEGO® Star Wars Elite TIE Fighter Pilot figure. Featuring a red-striped helmet, shoulder decoration, breathing system detailing, plus a blaster rifle with spring-loaded shooter, any Star Wars fan would love flying into battle with this tough character.
Buildable and highly posable Elite TIE Fighter Pilot figure features a red-striped helmet, shoulder decoration, breathing system detailing and a blaster rifle with spring-loaded shooter.
Keep the Resistance at bay with the powerful spring-loaded shooter.
Move the limbs into any battle pose.
Extra ammo included.
Features a sturdy and durable design for intense action play.
Play out epic adventures from the blockbuster Star Wars: Episode VIII movie.
Stands over 9” (24cm) high.",Easy,Elite TIE Fighter Pilot™,4.0,Star Wars™,4.0,CZ
6-12,23.951999999999998,3.0,188.0,4.0,Intercept Kylo Ren in a deep space microfighter duel!,75196.0,"Play in a Star Wars: The Last Jedi galaxy with this LEGO® Star Wars Microfighters dual pack, featuring a Resistance A-wing and Kylo Ren’s TIE Silencer. Each model includes dual flick missiles, lots of authentic detailing and space on top for a minifigure. This LEGO Star Wars toy also includes a mini maintenance station build as a bonus play starter, and with separate building instructions for each model, Star Wars fans will love sharing their building experience with friends and family. Includes Kylo Ren and A-Wing Pilot minifigures.
Includes 2 minifigures: Kylo Ren and an A-Wing Pilot.
Features a Resistance A-wing and Kylo Ren’s TIE Silencer, each with lots of authentic details, 2 flick missiles and a seat on top for a minifigure to sit.
Weapons include Kylo Ren’s Lightsaber and the A-Wing Pilot's blaster pistol.
Recreate your own scenes from the blockbuster Star Wars: The Last Jedi movie.
This LEGO® Star Wars toy is suitable for ages 6-12.
Resistance A-wing measures over 1” (4cm) high, 3” (9cm) long and 3” (8cm) wide.
Kylo Ren's TIE Silencer measures over 1” (4cm) high, 3” (8cm) long and 2” (7cm) wide.",Easy,A-Wing™ vs. TIE Silencer™ Microfighters,4.3,Star Wars™,4.0,CZ
6-12,23.951999999999998,4.0,216.0,4.5,Pit First Order against Resistance in a micro planetside battle!,75195.0,"Enter the world of Star Wars: The Last Jedi with this LEGO® Microfighters dual pack. Featuring a Resistance Ski Speeder and First Order Heavy Assault Walker, each model includes stud shooters, lots of authentic detailing and space on top for a minifigure. This LEGO Star Wars toy also includes a small trench build with stud shooter and extra ammo as an extra play starter, and with separate building instructions for each model, Star Wars fans will love building with friends and family. Includes 2 minifigures.
Includes 2 minifigures: a Resistance Speeder Pilot and a First Order Walker Driver.
Features a Resistance Ski Speeder and First Order Heavy Assault Walker, each with lots of authentic details, 2 stud shooters and a seat on top for a minifigure to sit.
Weapons include 2 blaster pistols.
Share the building experience with friends and family.
Recreate your own exciting scenes from the blockbuster Star Wars: The Last Jedi movie.
This LEGO® Star Wars toy is suitable for ages 6-12.
Resistance Ski Speeder measures over 1” (3cm) high, 3” (10cm) long and 4” (11cm) wide.
First Order Heavy Assault Walker measures over 2” (6cm) high, 3” (8cm) long and 1” (5cm) wide.",Easy,Ski Speeder™ vs. First Order Walker™ Microfighters,4.5,Star Wars™,4.5,CZ
6-12,19.152,14.0,97.0,4.2,Keep the Jawas busy on desert planet Tatooine!,75198.0,"Play out LEGO® Star Wars adventures with the Tatooine Battle Pack. This fun set features 2 Jawa minifigures plus a service vehicle with stud shooters and an articulated crane for picking up the included astromech droid. This LEGO Star Wars toy also includes a Tusken Raider minifigure, to keep any desert commander busy!
Includes 3 minifigures: 2 Jawas and a Tusken Raider, plus an astromech droid.
Features a service vehicle with 2 stud shooters and an articulated crane to pick up the included astromech droid.
Weapons include 2 stud blasters for the Jawas and the Tusken Raider's gaffi stick.
Recreate your own desert-planet scenes from Star Wars: A New Hope.
This LEGO® Star Wars toy is suitable for ages 6-12.
Service vehicle measures over 2” (7cm) high, 3” (9cm) long and 2” (7cm) wide.",Easy,Tatooine™ Battle Pack,4.1,Star Wars™,4.1,CZ
6-12,19.152,15.0,108.0,3.8,Advance on the Resistance with the First Order Specialists Battle Pack!,75197.0,"Expand your forces with the First Order Specialists Battle Pack. This LEGO® Star Wars toy features a rotating and elevating laser cannon with spring-loaded shooter and gunner’s seat, plus 4 minifigures with a selection of weapons.
Includes 4 minifigures: a First Order Gunner, First Order Shuttle Pilot and 2 First Order Stormtrooper Executioners.
Features a rotating and elevating laser cannon with spring-loaded shooter.
Weapons include 2 laser axes and 2 stud blasters.
Recreate your own battle scenes from Star Wars: The Last Jedi.
This LEGO® Star Wars toy is suitable for ages 6-12.
Laser cannon measures over 2” (7cm) high, 3” (9cm) long and 3” (9cm) wide.",Very Easy,First Order Specialists Battle Pack,4.1,Star Wars™,3.9,CZ
6-12,19.152,40.0,125.0,4.5,Go bounty hunting with the super-fast speeder bike!,75167.0,"Get Dengar, Bossk, IG-88 and 4-LOM on the move with their own custom Bounty Hunter Speeder Bike. With striking blue elements, 2 stud shooters and space on the back for a backpack, this speeder bike battle pack will send your LEGO® Star Wars adventures into overdrive!
Includes 3 minifigures: Dengar, Bossk and 4-LOM, plus an IG-88 figure.
Features space to sit a minifigure, 2 stud shooters, blue elements and a backpack.
Blast your way through any defense with the stud shooters!
Weapons include 4 stud blasters and IG-88’s blaster rifle.
Add some speed to your LEGO® Star Wars collection!
Measures over 1” (4cm) high, 2” (7cm) long and 6” (16cm) wide.",Very Easy,Bounty Hunter Speeder Bike™ Battle Pack,4.7,Star Wars™,4.8,CZ
6-12,19.152,26.0,117.0,4.3,Send in reinforcements with the First Order Transport Speeder!,75166.0,"Expand your LEGO® Star Wars forces with the First Order Transport Speeder Battle Pack, featuring space for 2 minifigures, front and rear stud shooters, and detachable stud blasters, batons and new-for-June-2017 shield elements for the First Order Stormtroopers. This set includes 4 minifigures.
Includes 4 minifigures: 2 First Order Stormtroopers, a First Order Flametrooper and a First Order Officer.
Features space for 2 minifigures, front and rear stud shooters, and detachable stud blasters, batons and new-for-June-2017 Stormtrooper shield elements.
Engage the enemy and fire the stud shooters!
Detach the batons and shields and get the troopers ready for battle.
Weapons include 2 batons, 3 stud blasters and a flamethrower.
Measures over 1” (3cm) high, 4” (12cm) long and 2” (6cm) wide.",Very Easy,First Order Transport Speeder Battle Pack,4.7,Star Wars™,4.2,CZ
6-12,12.912,6.0,109.0,4.8,Enter miniature battle with the amazing U-Wing Microfighter!,75160.0,"Play out miniature LEGO® Star Wars adventures with this U-Wing Microfighter, featuring folding wings, two stud shooters and space to seat the included U-Wing Pilot with his blaster pistol.
Includes a U-Wing Pilot minifigure.
Features folding wings, two stud shooters, thruster engines at the back and an open cockpit with space for a minifigure to sit.
Fold the wings and fire the stud shooters to repel the enemy.
Also includes the U-Wing Pilot's blaster pistol.
This set offers an age-appropriate build and play experience for ages 6-12.
Recreate your own scenes from the blockbuster movie Star Wars: Rogue One.
Measures over 1” (3cm) high, 4” (12cm) long and 2” (6cm) wide.",Easy,U-Wing™ Microfighter,4.8,Star Wars™,4.8,CZ
6-12,12.912,4.0,88.0,4.3,Engage the Rebels with the tough TIE Striker Microfighter!,75161.0,"Join the battle with this TIE Striker Microfighter, featuring folding wings, two stud shooters and space to seat the included TIE Pilot with his blaster pistol.
Includes TIE Pilot minifigure.
Features folding wings, two stud shooters and an open cockpit with space for a minifigure to sit.
Fold the wings up and fire the stud shooters to engage the enemy.
Also includes TIE Pilot’s blaster pistol.
This set offers an age-appropriate build and play experience for ages 6-12.
Recreate exciting battle scenes from the blockbuster movie Star Wars: Rogue One.
Makes a great addition to any microfighter collectible set.
Measures over 1” (4cm) high, 3” (9cm) long and 3” (8cm) wide.",Easy,TIE Striker™ Microfighter,4.5,Star Wars™,4.5,CZ
6-12,12.432,9.0,92.0,4.7,Play at micro lightspeed with the Millennium Falcon!,75193.0,"Zoom into action with the Millennium Falcon Microfighter. This LEGO® Star Wars toy features lots of authentic detailing, 2 stud shooters and space to seat the included Chewbacca minifigure with his bowcaster.
Includes a Chewbacca minifigure.
Features lots of authentic details, 2 stud shooters and a seat on top for a minifigure to sit.
Also includes Chewbacca’s bowcaster.
Intercept the 75194 First Order TIE Fighter Microfighter for even more exciting space battles!
Recreate your own exciting scenes from the Star Wars: The Force Awakens movie.
This LEGO® Star Wars toy is suitable for ages 6-12.
Measures over 1” (4cm) high, 3” (8cm) long and 3” (8cm) wide.",Easy,Millennium Falcon™ Microfighter,4.7,Star Wars™,4.7,CZ
6-12,12.432,3.0,91.0,4.7,Take on the Resistance in a micro-scale TIE Fighter!,75194.0,"Recreate action-packed space battles with the First Order TIE Fighter Microfighter. This LEGO® Star Wars toy features 2 flick missiles, space to seat the included First Order TIE Pilot minifigure with his blaster pistol, and red detailing from the craft featured in the Star Wars: The Force Awakens movie.
Includes a First Order TIE Pilot minifigure.
Features 2 flick missiles, cool red detailing and a seat on top for a minifigure to sit.
Also includes the TIE Pilot’s blaster pistol.
Go up against the 75193 Millennium Falcon Microfighter for even more Star Wars fun!
Recreate your own exciting scenes from the Star Wars: The Force Awakens movie.
This LEGO® Star Wars toy is suitable for ages 6-12.
Measures over 2” (6cm) high, 1” (4cm) long and 2” (7cm) wide",Easy,First Order TIE Fighter™ Microfighter,4.3,Star Wars™,4.0,CZ
10+,12.432,5.0,130.0,4.3,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,41603.0,"This LEGO® BrickHeadz construction character featuring Kylo Ren™ is fun to build using LEGO bricks that recreate all of his iconic details from the blockbuster Star Wars: The Last Jedi movie, including decorated torso and belt. He also has a detachable Lightsaber and stands on a buildable collector's baseplate with BrickHeadz icon for easy display in your home, office or any galaxy you choose.
Buildable LEGO® BrickHeadz construction character featuring Kylo Ren™ has authentic details from the blockbuster Star Wars: The Last Jedi movie, including iconic robe and detachable cross-guard Lightsaber.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters, including 41602 Rey, and many more of your favorite Star Wars characters.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Kylo Ren™,5.0,BrickHeadz,4.8,CZ
10+,12.432,3.0,119.0,4.5,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,41602.0,"This LEGO® BrickHeadz construction character featuring Rey is fun to build using colorful LEGO bricks that recreate all of her iconic details from the blockbuster Star Wars: The Last Jedi movie, including decorated torso and belt. She also has a detachable Lightsaber and stands on a buildable collector's baseplate with BrickHeadz icon for easy display in your home, office or anywhere you like.
Buildable LEGO® BrickHeadz construction character featuring Rey has authentic details from the blockbuster Star Wars: The Last Jedi movie, including iconic costume and a detachable Lightsaber.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate featuring the BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other characters from the Star Wars movie saga, including 41603 Kylo Ren™, and many more of your favorite Star Wars characters.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Rey,5.0,BrickHeadz,4.5,CZ
7-12,40.751999999999995,8.0,229.0,4.4,Train with Luke at Yoda’s Dagobah hideout!,75208.0,"Reenact an iconic LEGO® Star Wars training scene at Yoda’s Hut on Dagobah. This feature-packed set includes Yoda’s swamp home with foldout training sections, from where Luke can balance boxes and stand on one arm to demonstrate his fledgling Jedi powers. There's also a Force jump function that can be attached to the front or back of the model. Jump Luke from the roof and swing from the ‘vine' with Yoda on his back. Inside, there's a folding bed, fireplace, a selection of food and furnishing elements, plus a secret compartment under the floor. There’s even a window at the side so R2-D2 can peer in! This feature-laden Star Wars toy includes 2 minifigures.
Includes Yoda and Luke Skywalker minifigures plus an R2-D2 figure.
Features foldout training sections, a detachable Force jump function, rooftop ‘vine’ swing function and a detailed interior including folding bed, fireplace, food and furnishing elements, and a secret underfloor compartment.
Carry Yoda on Luke's back as he trains.
Balance boxes, stand on one arm, pull a cool Force jump and swing from the ‘vine' like a true Jedi!
Weapons include Yoda's staff and Luke's Lightsaber.
Accessory elements include a carrot, frying pan, bottle and a snake.
This LEGO® Star Wars toy is suitable for ages 7-12.
Measures over 4” (11cm) high, 9” (25cm) long and 4” (11cm) wide.",Easy,Yoda's Hut,4.6,Star Wars™,4.3,CZ
6-12,19.152,6.0,102.0,4.2,Take on the Separatists with the Jedi and Clone Troopers!,75206.0,"Command your own LEGO® Star Wars Jedi & Clone Trooper squad with this fun battle pack, featuring 2 Lightsaber-wielding Jedi warriors, 2 Clone Troopers with stud blasters and a speeder with stud shooters and rotating wingtip guns.
Includes 4 minifigures: Ki-Adi Mundi, Barriss Offee and 2 Clone Troopers.
Features a speeder with opening canopy and space for a Clone Trooper inside, 2 stud shooters and rotating guns on the wingtips.
Weapons include 2 stud blasters for the Clone Troopers and 2 Lightsabers.
This LEGO® Star Wars toy is suitable for ages 6-12.
Speeder measures over 1” (5cm) high, 3” (10cm) long and 4” (12cm) wide.",Very Easy,Jedi™ and Clone Troopers™ Battle Pack,4.2,Star Wars™,4.3,CZ
6-12,19.152,6.0,99.0,4.6,Patrol the Empire and enforce the rule of law!,75207.0,"Play out Imperial law-enforcing scenarios with this imposing LEGO® Star Wars Imperial Patrol Battle Pack. Featuring a speeder with stud shooters, an Emigration Officer, Recruitment Officer and 2 Imperial Patrol Troopers, this Star Wars toy has everything your budding Imperial officer needs to keep their Star Wars minifigure collection under control!
Includes 4 minifigures: an Imperial Recruitment Officer, Imperial Emigration Officer and 2 Imperial Patrol Troopers.
Features a speeder with a minifigure seat and 2 stud shooters.
Also includes 4 stud blasters for the minifigures.
This LEGO® Star Wars toy is suitable for ages 6-12.
Speeder measures over 1” (3cm) high, 5” (13cm) long and 1” (5cm) wide.",Very Easy,Imperial Patrol Battle Pack,5.0,Star Wars™,4.4,CZ
8-14,71.952,24.0,358.0,4.7,Prepare the A-wing for action!,75175.0,"Launch into LEGO® Star Wars missions with the high-speed A-Wing Starfighter, featuring an opening minifigure cockpit, retractable landing gear, rotating laser cannons and dual spring-loaded shooters. There’s also a service cart loaded with tools, extra ammo and a detachable access ladder to load the A-Wing Pilot into position. Includes three minifigures.
Includes three minifigures: Lando Calrissian, an A-Wing Pilot and a Rebel Ground Crew.
Features an A-Wing Starfighter and a service cart.
A-Wing Starfighter features an opening minifigure cockpit, retractable landing gear, rotating laser cannons and two spring-loaded shooters.
Service cart features a detachable access ladder, toolbox, wrench, welding apparatus, cup and extra ammo.
Weapons include Lando's special blaster and the A-Wing Pilot's blaster pistol.
This set offers an age-appropriate build and play experience for ages 8-14.
A-Wing Starfighter measures over 2” (7cm) high, 7” (20cm) long and 4” (12cm) wide.
Service cart measures over 2” (7cm) high, 3” (9cm) long and 1” (3cm) wide.",Easy,A-Wing Starfighter™,4.6,Star Wars™,3.7,CZ
14+,287.952,,1967.0,,Collect the ultimate long-range Rebel starfighter!,75181.0,"Own part of Star Wars history with the Y-Wing Starfighter. This LEGO® Star Wars Ultimate Collector Series model has an amazing level of detail, including an opening minifigure cockpit for the included Gold Leader minifigure, wheel-activated rotating ion cannons on top, retractable landing skids and space for the R2-BHD astromech droid. This fantastic Star Wars toy also comes with a tilting display stand and informational fact plaque, making it the perfect centerpiece for your collection.
Includes a Gold Leader minifigure and an R2-BHD droid.
Features highly authentic detailing, opening minifigure cockpit, wheel-activated rotating ion cannons on top, retractable landing skids and space for the included R2-BHD astromech droid.
Also includes the Gold Leader's blaster pistol.
Display the model on the tilting stand with informational fact plaque.
Makes the perfect centerpiece for any LEGO® Star Wars collection.
Part of the Ultimate Collector Series.
This LEGO® Star Wars toy is suitable for ages 14+.
Measures over 2” (7cm) high, 24” (61cm) long and 11” (30cm) wide, and over 9” (24cm) high mounted on stand.",,Y-Wing Starfighter™,,Star Wars™,,CZ
16+,955.2,198.0,7541.0,4.0,Travel the LEGO® galaxy in the ultimate Millennium Falcon!,75192.0,"Welcome to the largest, most detailed LEGO® Star Wars Millennium Falcon model we’ve ever created—in fact, with 7,500 pieces it’s one of our biggest LEGO models, period! This amazing LEGO interpretation of Han Solo’s unforgettable Corellian freighter has all the details that Star Wars fans of any age could wish for, including intricate exterior detailing, upper and lower quad laser cannons, landing legs, lowering boarding ramp and a 4-minifigure cockpit with detachable canopy. Remove individual hull plates to reveal the highly detailed main hold, rear compartment and gunnery station. This amazing model also features interchangeable sensor dishes and crew, so you decide whether to play out classic LEGO Star Wars adventures with Han, Leia, Chewbacca and C-3PO, or enter the world of Episode VII and VIII with older Han, Rey, Finn and BB-8!
Includes 4 classic crew minifigures: Han Solo, Chewbacca, Princess Leia and C-3PO.
Also includes 3 Episode VII/VIII crew minifigures: Older Han Solo, Rey and Finn.
Figures include a BB-8 droid, 2 buildable Porgs and a buildable Mynock.
Exterior features include intricately detailed and removable hull panels, a lowering boarding ramp, concealed blaster cannon, 4-minifigure cockpit with detachable canopy, interchangeable round/rectangular sensor dishes, upper and lower quad laser cannons, and 7 landing legs.
Main hold features a seating area, Dejarik holographic game, combat remote training helmet, engineering station with turning minifigure seat and a doorway build with passageway decoration.
Rear compartment features the engine room with hyperdrive and console, 2 doorways, hidden floor compartment, 2 escape pod hatches, engineering console and an access ladder to the gunnery station.
Gunnery station features a minifigure gunner’s seat and detachable hull panel with fully rotating quad laser cannon. An additional quad laser cannon is also mounted on the underside.
This model includes 7,500 pieces.
Also includes an informational fact plaque.
Features a new-for-October-2017 cockpit canopy element.
Classic crew weapons include Han’s blaster pistol and Chewbacca’s stud-firing bowcaster.
Episode VII/VIII crew weapons include Han’s blaster, Rey’s small silver blaster and Finn’s medium blaster rifle.
Change out the features and crew characters to switch between classic and Episode VII/VIII versions of the Millennium Falcon!
Open individual hull panels to access the detailed interior while retaining the overall exterior appearance.
Slide the panel to reveal the concealed blaster cannon.
Turn classic Leia’s and Han’s head to reveal their breathing mask decoration.
Makes the perfect intergalactic toy or flagship display model.
Measures over 8” (21cm) high, 33” (84cm) long and 22” (56cm) wide.",Challenging,Millennium Falcon™,4.8,Star Wars™,4.4,CZ
16+,431.952,143.0,2704.0,4.2,Discover the iconic Porsche 911 GT3 RS!,42056.0,"Experience the iconic Porsche 911 GT3 RS with this authentic LEGO® Technic replica. Inside the box you’ll discover a special collector’s book chronicling the history of LEGO Technic and Porsche GT cars, together with 4 original-design rims bearing the RS emblem. The sets of elements are boxed, and the building sequence gives an insight into the real-life vehicle’s assembly process. The model features detailed, orange bodywork, red suspension springs, detailed headlights, taillights, brake calipers and rims with low-profile tires. The accessible cockpit features a detailed dashboard, working gearbox, steering wheel with gearshift paddles, racing seats and a glove compartment containing a unique serial number. Functions include opening doors and hood with storage compartment and suitcase, and an opening rear lid that houses a detailed flat 6 engine with moving pistons. This 1:8 scale model has been designed to provide an immersive and rewarding building experience.
Features authentically designed aerodynamic bodywork, adjustable rear spoiler, headlights and taillights, red suspension springs, original-design rims with RS emblem, detailed brake calipers, low-profile tires, working gearbox, working steering wheel with gearshift paddles, detailed seating, glove compartment with unique model serial number, opening doors, opening hood containing a suitcase, and an opening rear lid with detailed flat 6 engine.
Includes a collection of authentic stickers.
Check out the orange color scheme.
Open the doors to access the detailed cockpit.
Lift the rear lid to access the detailed flat 6 engine with moving pistons.
Open the glove compartment to reveal the unique serial number.
Delivered in luxurious box packaging.
Includes a special full-color collector’s book including the history of LEGO® Technic and Porsche GT cars, plus comprehensive building instructions.
This LEGO® Technic model is designed to provide an immersive and rewarding building experience.
This set includes over 2,700 pieces.
This set offers an age-appropriate building experience for ages 16+.
Porsche 911 GT3 RS measures over 6” (17cm) high, 22” (57cm) long and 9” (25cm) wide.",Challenging,Porsche 911 GT3 RS,4.7,Technic,4.3,CZ
11-16,335.952,45.0,1862.0,3.7,Harness the power of the mighty 6x6 All Terrain Tow Truck!,42070.0,"Carry out vehicle rescue operations with the fully remote-controlled 6x6 All Terrain Truck. This authentic 2-in-1 LEGO® Technic model features a blue, red, yellow and black color scheme, large chunky tires, heavy-duty bull bar with chain and hook, movable lights and a detailed driver’s cab with opening doors. Remote-controlled functions include forward and reverse drive, front steering, extendable outriggers, and a working crane and winch. Rebuild this model to create a Research Explorer Vehicle for a double build-and-play experience.
Features a LEGO® Power Functions large motor, medium motor, battery box, receiver and a remote for an array of remote-controlled functions, including forward and reverse drive, front steering, extendable outriggers and a working crane and winch.
Also features large chunky tires, heavy-duty bull bar with chain and hook, movable lights and a detailed driver’s cab with opening doors.
Check out the vibrant blue, red, yellow and black color scheme.
Activate the LEGO® Power Functions and use the remote control to maneuver the vehicle into position, extend the outriggers, rotate, raise and lower the crane or raise and lower the winch.
A uniquely decorated LEGO® Technic 40th Anniversary brick is included with this model.
This LEGO® Technic model is designed to provide an immersive and rewarding building experience.
Designed for indoor use only.
This product requires batteries (not included). Please refer to the product packaging for types and quantities.
2-in-1 model: rebuilds into a Research Explorer Vehicle.
6x6 All Terrain Tow Truck with boom raised and outriggers extended measures over 20” (51cm) high, 24” (63cm) long and 14” (37cm) wide, and 10” (26cm) high and 7” (20cm) wide with boom lowered and outriggers retracted.
Research Explorer Vehicle measures over 9” (23cm) high, 18” (47cm) long and 9” (23cm) wide.",Challenging,6x6 All Terrain Tow Truck,3.5,Technic,2.9,CZ
12-16,311.952,75.0,3929.0,3.9,Experience the huge Bucket Wheel Excavator!,42055.0,"Enter the world of mining on a colossal scale with the massive Bucket Wheel Excavator—the largest LEGO® Technic set to date! This highly detailed 2-in-1 model has been designed to provide an immersive and rewarding build and play experience, and comes with an array of motorised functions, including forward and reverse driving, moving conveyor belts, working boom with revolving bucket wheel, and a rotating superstructure. You can even rebuild the model to create a Mobile Aggregate Processing Plant.
Features a LEGO® Power Functions motor for an array of motorised functions, including forward and reverse driving, rotating bucket wheel, moving conveyor belts and rotating superstructure, plus a working bucket wheel boom.
Also features hand-railed walkways, lights, mined-material elements and a rugged mine truck.
Switch on the LEGO® Power Functions motor and maneuver the huge tracked structure into position.
Activate the motorised conveyor belts and bucket wheel.
Move the joystick to rotate the massive superstructure.
Raise and lower the huge bucket wheel boom.
Follow the mined material from the bucket wheel to the moving conveyor belts and all the way to the waiting mine truck!
This LEGO® Technic model is designed to provide an immersive and rewarding building experience.
This set includes over 3,900 pieces, making it the largest LEGO® Technic set to date.
2-in-1 model: rebuilds into a Mobile Aggregate Processing Plant.
This set offers an age-appropriate building experience for ages 11-16.
Bucket Wheel Excavator measures over 16” (41cm) high, 28” (72cm) long and 11” (29cm) wide.
Mobile Aggregate Processing Plant with boom retracted measures over 8” (21cm) high, 34” (88cm) long and 8” (21cm) wide, and over 12” (33cm) high with boom extended.
Mine Truck measures over 3” (10cm) high, 7” (19cm) long and 3” (10cm) wide.",Challenging,Bucket Wheel Excavator,4.6,Technic,4.6,CZ
11-16,215.952,22.0,2595.0,4.5,Discover innovative design with the Mack Anthem truck and trailer!,42078.0,"Explore state-of-the-art engineering and design with this authentic LEGO® Technic replica of the Mack Anthem truck and trailer. Developed in partnership with Mack® Trucks Inc., this model comes with an array of realistic technical details and functions, including front-axle steering, rear wheel drive and a 6 cylinder straight engine with working pistons and spinning radiator fan. The detachable trailer has extendable outriggers, working landing legs, synchronized crane arms with side loading capability, and a loadable container with lockable doors, while the accessible driver’s cab has opening doors, adjustable seats, detailed dashboard, steering wheel, sun visors and a bunk bed. This 2-in-1 advanced building set also features a Mack bulldog hood ornament, and can be rebuilt into a detailed replica of the iconic Mack LR garbage truck.
Features authentically designed bodywork, front-axle steering, rear wheel drive, 6 cylinder straight engine with moving pistons and spinning radiator fan, detailed driver’s cab with opening doors, adjustable seats, steering wheel, dashboard, sun visors and a bunk bed, and adjustable wing mirrors.
Also features a detachable trailer with extendable outriggers, landing legs, synchronized crane arms and a container with lockable doors.
Includes special decorated elements and manufacturer´s logo, plus an iconic Mack® bulldog hood ornament and a collection of authentic stickers.
Check out the authentic gray, black, white and green color scheme.
Steer the truck into position, lower the landing legs, extend the outriggers and operate the synchronized crane arms to side-load the container onto the trailer.
Lift the hood to reveal a detailed 6 cylinder straight engine with moving pistons and spinning radiator fan.
Open the side panels to access the fuel tanks.
This LEGO® Technic advanced building set is designed to provide an immersive and rewarding building experience.
This set includes over 2,590 pieces and is suitable for ages 11-16.
2-in-1 model: rebuilds into a replica of the iconic Mack LR garbage truck.
Building instructions for the Mack LR garbage truck are available at LEGO.com/technic.
Mack Anthem truck and trailer with crane boom and landing legs extended measures over 10” (27cm) high, 32” (83cm) long and 7” (18cm) wide, and over 8” (22cm) high and 5” (15cm) wide with the crane boom and landing legs retracted.
Mack LR measures over 7” (19cm) high, 22” (58cm) long and 6” (17cm) wide with forks and container lowered, and over 12” (33cm) high with forks and container raised.",Average,Mack Anthem,4.7,Technic,4.7,CZ
11-16,215.952,19.0,2382.0,4.5,Traverse uncharted territory with the Extreme Adventure!,42069.0,"Experience the ultimate in traction and maneuverability with the Extreme Adventure vehicle, featuring 4 high-grip tracks with working suspension, upswing doors with lowering running board function, raisable roof tent, working winch, front steering, opening hood, detailed V8 engine with moving pistons and a lockable tailgate. Also includes a sliding storage drawer, side storage compartment with a first aid kit and 2 fire extinguishers, and a roof rack with 2 jerry cans in a rare dark-green color. This 2-in-1 LEGO® Technic model comes in a yellow, black and purple color scheme with decorative sticker detailing, and can be rebuilt to create a Mobile Base Vehicle.
Features 4 high-grip tracks with working suspension, upswing doors with lowering running board function, a raisable roof tent, lockable tailgate, working winch, front steering, opening hood, detailed V8 engine with moving pistons, sliding storage drawer with shovel, opening side storage compartment with a first aid kit and 2 fire extinguishers, and a roof rack with 2 dark-green jerry cans.
Check out the yellow, black and purple color scheme with decorative sticker detailing.
Maneuver the Extreme Adventure to rotate the high-grip tracks.
Turn the crank to raise the integrated roof tent.
Open the upswing doors and see the running boards lower into place.
Load the jerry cans onto the roof rack, open the side storage compartment to access the first aid kit and 2 fire extinguishers, and slide out the drawer to access the shovel.
A uniquely decorated LEGO® Technic 40th Anniversary brick is included with this model.
This LEGO® Technic model is designed to provide an immersive and rewarding building experience.
Designed for indoor use only.
2-in-1 model: rebuilds into a Mobile Base Vehicle.
Extreme Adventure (with roof tent raised and doors open) measures over 11” (30cm) high, 17” (44cm) long and 9” (25cm) wide, and 10” (26cm) high and 9” (24cm) wide with roof tent lowered and doors closed.
Mobile Base Vehicle measures over 7” (19cm) high, 18” (47cm) long and 7” (20cm) wide.",Average,Extreme Adventure,4.9,Technic,4.7,CZ
